,ID,Country,Date,Amount,Controller_Processor,Quoted_Art,Type
441,ETid-1527,FRANCE,2022-12-08,"300,000",FREE SAS,"Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 32 GDPR, Art. 33 GDPR",Insufficient fulfilment of data subjects rights
442,ETid-1526,FINLAND,2022-12-09,"230,000",Viking Line Oy Abp,"Art. 5 (1) a), d) GDPR, Art. 12 (3) GDPR, Art. 13 GDPR, Art. 15 (1) GDPR, Art. 25 (1) GDPR",Non-compliance with general data processing principles
443,ETid-1525,SPAIN,2022-12-13,"56,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
444,ETid-1524,PORTUGAL,2022-11-02,"4,300,000",Portuguese National Statistical Institute,"Art. 5 (1) a) GDPR, Art. 9 (1) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 28 (1), (6), (7) GDPR, Art. 35 (1), (2), (3) b) GDPR, Art. 44 GDPR, Art. 46 (2) GDPR",Non-compliance with general data processing principles
445,ETid-1523,SPAIN,2022-12-09,120,Private individual,Art. 13 GDPR,Insufficient fulfilment of information obligations
446,ETid-1522,SPAIN,2022-12-09,"8,000",Notary,Art. 6 GDPR,Insufficient legal basis for data processing
447,ETid-1521,SPAIN,2022-12-09,480,Private individual,"Art. 6 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
448,ETid-1520,ROMANIA,2022-12-09,"2,000",Casa Rusu S.R.L.,"Art. 25 (1) GDPR, Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security
449,ETid-1519,IRELAND,2022-01-26,"5,000",Slane Credit Union Ltd.,"Art. 5 (1) f) GDPR, Art. 24 GDPR, Art. 28 (1), (3) GDPR, Art. 30 (1) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security
450,ETid-1518,SPAIN,2022-11-25,"5,000","Association for the prevention and study of crimes, abuses and negligence in information technology and advanced communications (APEDANICA)",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
451,ETid-1517,SPAIN,2022-11-25,"1,800","ALPA 57 PRODUCCIONES, S.L.",Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority
452,ETid-1516,SPAIN,2022-12-02,"3,600",Federation of Sports for People with Intellectual Disabilities of Castilla la Mancha-FECAM,"Art. 9 (2) a) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
453,ETid-1515,SPAIN,2022-12-02,"3,500","CASA 7 PERSONAL SHOPPER, S.L.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
454,ETid-1514,ITALY,2022-11-10,"40,000",Azienda Usl Valle d'Aosta,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
455,ETid-1513,ITALY,2022-09-15,"40,000",FCA Italy S.p.A.,"Art. 12 (1), (2), (3), (4) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
456,ETid-1512,ITALY,2022-10-06,"10,000","Codess Sociale, Soc. Coop. sociale.","Art. 12 (3), (4) GDPR, Art. 17 GDPR",Insufficient fulfilment of data subjects rights
457,ETid-1511,ITALY,2022-10-06,"2,000,000",Alpha Exploration,"Art. 5 (1) a), e), f) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 27 (4) GDPR, Art. 28 GDPR, Art. 32 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles
458,ETid-1510,SPAIN,2022-12-03,300,Homeowners Association,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
459,ETid-1509,SPAIN,2022-12-03,600,"LORENT 2013, S.L",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
460,ETid-1508,SPAIN,2022-12-03,"3,000","INDECEMI, S.L.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
461,ETid-1507,SPAIN,2022-11-29,"3,000",Company,"Art. 6 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
462,ETid-1506,FRANCE,2022-11-24,"600,000",ÉLECTRICITÉ DE FRANCE,"Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. L. 34-5 CPCE",Insufficient fulfilment of data subjects rights
463,ETid-1505,ITALY,2022-11-10,"500,000",Vodafone Italia S.p.A.,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 130 (1), (2), (3) Codice della privacy",Non-compliance with general data processing principles
464,ETid-1504,SPAIN,2022-11-29,500,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
465,ETid-1503,ROMANIA,2022-11-25,"3,000",OTP LEASING ROMANIA IFN SA,"Art. 25 (1) GDPR, Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security
466,ETid-1502,IRELAND,2022-11-25,"265,000,000",Meta Platforms Ireland Limited,"Art. 25 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
467,ETid-1501,ROMANIA,2022-11-24,"1,000",Medicover S.R.L.,"Art. 32 (1) b) GDPR, Art. 32 (2) GDPR, Art. 32 (4) GDPR",Insufficient technical and organisational measures to ensure information security
468,ETid-1500,ROMANIA,2022-11-21,"20,000",ING Bank NV Amsterdam Sucursala București,"Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
469,ETid-1499,SPAIN,2022-11-21,300,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
470,ETid-1498,PORTUGAL,2022-11-02,"180,000",Setúbal municipality,"Art. 5 (1) e), f) GDPR, Art. 13 (1), (2) GDPR, Art. 37 (1), (7) GDPR",Non-compliance with general data processing principles
471,ETid-1497,ROMANIA,2022-11-18,300,Homeowners Association Bld. Pipera 1-2E,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority
472,ETid-1496,FRANCE,2022-11-10,"800,000",DISCORD INC.,"Art. 5 (1) e) GDPR, Art. 13 GDPR, Art. 25 (2) GDPR, Art. 32 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles
473,ETid-1495,ROMANIA,2022-11-16,"28,000",Raiffeisen Bank SA,"Art. 25 (1) GDPR, Art. 32 (1), (2), (4) GDPR",Insufficient technical and organisational measures to ensure information security
474,ETid-1494,POLAND,2022-11-02,"1,700",Mayor,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 25 (1) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
475,ETid-1493,HUNGARY,2022-08-11,"197,000",AMPLIFON Hungary Trade and Service Provider LLC,"Art. 5 (1) b) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR, Art. 14 GDPR",Non-compliance with general data processing principles
476,ETid-1492,SPAIN,2022-11-15,"80,000","BANKINTER, S.A.","Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Non-compliance with general data processing principles
477,ETid-1491,SPAIN,2022-11-11,"3,600","XASTRE DO PETO, S.L.","Art. 6 (1) GDPR, Art. 13 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing
478,ETid-1490,SPAIN,2022-11-11,"48,000",Banco Bilbao Vizcaya Argentaria S.L.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
479,ETid-1489,SPAIN,2022-11-10,900,Homeowners Association,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
480,ETid-1488,SPAIN,2022-11-10,300,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
481,ETid-1487,SPAIN,2022-11-03,"70,000",UNITED PARCEL SERVICE ESPAÑA LTD Y COMPAÑIA SRC,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
482,ETid-1486,SPAIN,2022-10-31,"525,000",TECHPUMP SOLUTIONS S.L.,"Art. 5 (1) a), b), e) GDPR, Art. 6 (1) GDPR, Art. 8 GDPR, Art. 12 (1), (2) GDPR, Art. 13 GDPR, Art. 25 GDPR, Art. 30 (1) GDPR, Art. 22 (2) LSSI",Non-compliance with general data processing principles
483,ETid-1485,SPAIN,2022-11-02,"2,000","Rapido Finance, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
484,ETid-1484,SPAIN,2022-11-02,"5,000","CÍTRICOS TANTA, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
485,ETid-1483,ITALY,2022-08-05,"1,000",Colosseo S.r.l.,"Art. 5 (2) GDPR, Art. 6 (1) a) GDPR, Art. 12 (3) GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 24 GDPR",Insufficient fulfilment of data subjects rights
486,ETid-1482,ROMANIA,2022-11-09,"1,000",SC Das Sense Society SRL,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority
487,ETid-1481,ROMANIA,2022-11-08,"5,000",SC Prestige Media PHG SRL,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
488,ETid-1480,SPAIN,2022-10-31,"56,000","Vodafone España, S.A.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
489,ETid-1479,ROMANIA,2022-11-07,"2,000",Romanian Post,"Art. 32 (1) b), (2) GDPR",Insufficient technical and organisational measures to ensure information security
490,ETid-1478,SPAIN,2022-11-02,"25,000",CAIXABANK S.A.,Art. 16 GDPR,Insufficient fulfilment of data subjects rights
491,ETid-1477,SPAIN,2022-10-31,"70,000","BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","Art. 5 (1) b) GDPR, Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
492,ETid-1476,SPAIN,2022-10-31,"2,000",Private individual,Art. 6 GDPR,Insufficient legal basis for data processing
493,ETid-1475,SPAIN,2022-09-01,"10,000",Private individual,Art. 6 (1) GDPR,Insufficient legal basis for data processing
494,ETid-1474,SPAIN,2022-09-23,"1,200","URBANO DIVERTIA, S.L.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
495,ETid-1473,ITALY,2022-06-16,"20,000",Deutsche Bank S.p.A.,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
496,ETid-1472,SPAIN,2022-10-25,"9,000",EL RACO DEL PIS INVERSIONES S.L.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
497,ETid-1471,SPAIN,2022-10-26,"10,000",ACKERMANN & SCHWARTZ ATTORNEYS AT LAW SLP,"Art. 6 (1) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
498,ETid-1470,SPAIN,2022-10-17,"35,000",OES GLOBAL ENERGY S.L.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
499,ETid-1469,ITALY,2022-09-15,"3,000",Thiene municipality,"Art. 5 (1) a), c) GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing
574,ETid-1468,SPAIN,2022-10-24,"8,000","ADSL HOUSE, S.L.","Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 (4) LOPDGDD",Insufficient fulfilment of data subjects rights
575,ETid-1467,SPAIN,2022-10-24,400,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
576,ETid-1466,SPAIN,2022-10-24,240,Company,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
577,ETid-1465,ITALY,2022-07-21,"20,000",Acqua Novara.VCO S.p.a.,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 28 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing
578,ETid-1464,ITALY,2022-07-21,"5,000",Ginosa municipality,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 28 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing
579,ETid-1463,ITALY,2022-07-21,"10,000",Clio S.r.l.,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 30 (2) GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing
580,ETid-1462,ITALY,2022-10-06,"15,000",Servizio Idrico Integrato S.c.p.a.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
581,ETid-1461,UNITED KINGDOM,2022-10-19,"5,033,000",Interserve Group Limited,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
582,ETid-1460,ITALY,2022-09-15,"10,000",Bper Banca S.p.A.,Art. 12 GDPR,Insufficient fulfilment of data subjects rights
583,ETid-1459,SPAIN,2022-10-20,"1,000",Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
584,ETid-1458,GREECE,2022-10-03,"20,000",NATIONAL BANK OF GREECE S.A.,Art. 13 GDPR,Insufficient fulfilment of information obligations
585,ETid-1457,GREECE,2022-10-03,"20,000",PIRAEUS BANK S.A.,Art. 13 GDPR,Insufficient fulfilment of information obligations
586,ETid-1456,GREECE,2022-10-03,"20,000",EUROBANK ERGASIAS S.A.,Art. 13 GDPR,Insufficient fulfilment of information obligations
587,ETid-1455,GREECE,2022-10-03,"20,000",ALFA BANK S.A.,Art. 13 GDPR,Insufficient fulfilment of information obligations
588,ETid-1454,GREECE,2022-09-09,"15,000",School,"Art. 5 (1) a), b) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 30 GDPR",Non-compliance with general data processing principles
589,ETid-1453,GREECE,2022-09-22,"3,000",Gas station,"Art. 12 GDPR, Art. 14 GDPR",Insufficient fulfilment of data subjects rights
590,ETid-1452,ITALY,2022-09-15,"2,000",Immobiliare Riscostruzione Meloria s.r.l.,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
591,ETid-1451,SPAIN,2022-10-17,"6,000",Company,Art. 6 GDPR,Insufficient legal basis for data processing
592,ETid-1450,ROMANIA,2022-10-18,150,Private individual,Art. 6 (1) a) GDPR,Insufficient legal basis for data processing
593,ETid-1449,ROMANIA,2022-10-18,"2,000",SC Materiale Constructii Online SRL,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority
594,ETid-1448,FRANCE,2022-10-17,"20,000,000",Clearview Al Inc.,"Art. 6 GDPR, Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 31 GDPR",Insufficient fulfilment of data subjects rights
595,ETid-1447,SPAIN,2022-10-17,500,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
596,ETid-1446,SPAIN,2022-10-19,"5,000","RESTEXPERIENCE, S.L.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
597,ETid-1445,ITALY,2022-07-07,"20,000",Intesa Sanpaolo Vita S.p.a.,"Art. 5 (1) a), f) GDPR",Non-compliance with general data processing principles
598,ETid-1444,SPAIN,2022-10-17,180,"INMUR JOYEROS, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations
599,ETid-1443,HUNGARY,2022-07-08,"1,500",Physician,"Art. 5 (1) GDPR, Art. 12 (2) GDPR, Art. 13 (1) GDPR",Insufficient fulfilment of data subjects rights
600,ETid-1442,ITALY,2022-08-05,"20,000",Cosmopol Security S.p.A.,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
601,ETid-1441,SPAIN,2022-10-14,"12,000",SEAN SERIOS S.L.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
602,ETid-1440,HUNGARY,2022-10-05,"72,500",Bank,"Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR",Insufficient legal basis for data processing
603,ETid-1439,GREECE,2022-08-08,"5,000",IDIKA SA,"Art. 5 (1) e) GDPR, Art. 25 GDPR",Non-compliance with general data processing principles
604,ETid-1438,BELGIUM,2022-08-19,"20,000",Medical laboratory,"Art. 5 (1) f) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 32 GDPR, Art. 35 (1), (3) GDPR",Insufficient technical and organisational measures to ensure information security
605,ETid-1437,GREECE,2022-09-06,"5,000",EDYTE SA,Art. 29 GDPR,Insufficient legal basis for data processing
606,ETid-1436,ROMANIA,2022-09-21,"5,000",Curtea Veche Publishing SRL,"Art. 32 (1) b), c) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security
607,ETid-1435,ITALY,2022-09-01,"4,000",Liceo Statale 'Edoardo Amaldi”,"Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy, Art. 2-sexies Codice della privacy, Art. 2-septies (8) Codice della privacy",Insufficient legal basis for data processing
608,ETid-1434,ROMANIA,2022-10-03,150,Website operator,"Art. 5 (1) a), f) GDPR, Art. 6 (1) a) GDPR",Non-compliance with general data processing principles
609,ETid-1433,SPAIN,2022-10-04,600,Homeowners Association,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
610,ETid-1432,SPAIN,2022-10-09,"64,000",EVERIS SPAIN S.L,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
611,ETid-1431,SPAIN,2022-10-09,"6,000",UNION DE OFICIALES DE LA GUARDIA CIVIL PROFESIONAL,Art. 6 (1) GDPR,Insufficient legal basis for data processing
612,ETid-1430,SPAIN,2022-10-09,800,Company,"Art. 6 (1) e) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
613,ETid-1429,SPAIN,2022-10-09,900,Private individual,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security
614,ETid-1428,ICELAND,2022-05-03,"10,600",HEI – Medical Travel,"Art. 15 (1), (3) GDPR, Art. 9 (1) Act 90/2018, Art. 17 (2) Act 90/2018",Insufficient fulfilment of data subjects rights
615,ETid-1427,ESTONIA,2020-08-17,56,Health care worker,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
616,ETid-1426,SPAIN,2022-10-09,"24,000","CAJA DE SEGUROS REUNIDOS, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
617,ETid-1425,SPAIN,2022-10-09,"4,000",PUNTO BADAL-BCN S.L.,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security
618,ETid-1424,ITALY,2022-07-07,"45,000",Senseonics Inc.,"Art. 5 (1) a), b), f) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 27 GDPR",Non-compliance with general data processing principles
619,ETid-1423,ITALY,2022-09-15,"100,000",Lazio Region,"Art. 5 (1) a), d) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 24 GDPR",Non-compliance with general data processing principles
620,ETid-1422,UNITED KINGDOM,2022-10-04,"1,547,000",Easylife Ltd.,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 13 (1) c) GDPR, Regulation 21 PECR",Insufficient legal basis for data processing
621,ETid-1421,SPAIN,2022-10-04,"6,000",Club Náutico el Estacio,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
622,ETid-1420,DENMARK,2021-08-17,"20,100",Danish Immigration Agency,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
623,ETid-1419,AUSTRIA,2021,600,Private individual,"Art. 5 (1) a) GDPR, Art. 9 (1), (2) GDPR",Non-compliance with general data processing principles
624,ETid-1418,AUSTRIA,2021,Unknown,Private individual,"Art. 5 (1) a), c) GDPR",Non-compliance with general data processing principles
625,ETid-1417,SPAIN,2022-09-28,"31,200","BAYARD REVISTAS, S.A.","Art. 5 (1) f) GDPR, Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security
626,ETid-1416,ITALY,2022-07-21,"3,000",Azienda Socio Sanitaria Territoriale Rhodense,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
627,ETid-1415,ITALY,2022-07-21,"10,000",Stay over s.r.l.,"Art. 5 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 114 Codice della privacy",Insufficient fulfilment of data subjects rights
628,ETid-1414,ITALY,2022-07-21,"2,000",Global Service s.r.l.,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
629,ETid-1413,ITALY,2022-07-28,"2,000",Auto Hi-Fi System S.n.c,"Art. 5 (1) a), c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
630,ETid-1412,DENMARK,2022-09-12,"6,700",Hørsholm municipality,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
631,ETid-1411,SPAIN,2022-09-28,720,CLUB NATACIO LLEIDA,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
632,ETid-1410,SPAIN,2022-09-28,180,Y OTRO MAS C.B.,Art. 13 GDPR,Insufficient fulfilment of information obligations
633,ETid-1409,ROMANIA,2022-09-22,"2,000",Bitfactor SRL,"Art. 25 (1) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
634,ETid-1408,GERMANY,2022-09-21,"5,000",Surveyor,Art. 6 (1) GDPR,Insufficient legal basis for data processing
635,ETid-1407,HUNGARY,2022-09-25,"1,200",Health insurance provider,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 12 (3), (4) GDPR, Art. 31 GDPR",Non-compliance with general data processing principles
636,ETid-1406,HUNGARY,2022-08-08,735,Company,"Art. 5 (1) b), c) GDPR, Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 13 (1), (2) GDPR",Non-compliance with general data processing principles
637,ETid-1405,POLAND,2022-09-07,530,Sułkowice Cultural Center,"Art. 28 (1), (3), (9) GDPR",Insufficient data processing agreement
638,ETid-1404,SPAIN,2022-09-23,"3,000",Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
639,ETid-1403,ROMANIA,2022-09-19,"2,000",Banca Comercială Română SA,"Art. 25 (1) GDPR, Art. 32 (1) b), d), e) GDPR",Insufficient technical and organisational measures to ensure information security
640,ETid-1402,SPAIN,2022-09-20,"1,800",Union Sindical Obrera,Art. 6 GDPR,Insufficient legal basis for data processing
641,ETid-1401,SPAIN,2022-09-16,"2,000",Agent of the real estate agency BARCELONA DREAM HOUSE AGENCY,Art. 13 GDPR,Insufficient fulfilment of information obligations
642,ETid-1400,SPAIN,2022-09-16,"3,000","MARIELI GABRIELA, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
643,ETid-1399,GERMANY,2022-09-21,"50,000",Property development company,"Art. 6 (1) GDPR, Art. 14 GDPR",Insufficient legal basis for data processing
644,ETid-1398,GERMANY,2022-09-20,"525,000",Company,Art. 38 (6) GDPR,Insufficient involvement of data protection officer
645,ETid-1397,SPAIN,2022-07-15,600,Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
646,ETid-1396,SPAIN,2022-09-04,"1,500",Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
647,ETid-1395,SPAIN,2022-08-28,"5,600",SOLIVESA MASTER FRANCHISE S.L.,"Art. 28 GDPR, Art. 48 (1) b) LGT",Insufficient fulfilment of data subjects rights
648,ETid-1394,SPAIN,2022-08-28,"48,000","NATURGY ENERGY GROUP, S.A.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
649,ETid-1393,ROMANIA,2022-09-08,"8,000",Realmedia Network SA,"Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security
650,ETid-1392,SPAIN,2022-09-16,"10,000","SOPHIE ET VOILA, S.L",Art. 6 GDPR,Insufficient legal basis for data processing
651,ETid-1391,SPAIN,2022-09-16,480,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
652,ETid-1390,ITALY,2022-06-16,"2,000",Federazione Italiana Nuoto,"Art. 12 (3), (4) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
653,ETid-1389,ITALY,2022-06-30,"5,000","Federazione Italiana Sommelier, Albergatori e Ristoratori","Art. 5 (1) a), f) GDPR, Art. 6 (1) GDPR",Non-compliance with general data processing principles
654,ETid-1388,SPAIN,2022-09-04,360,Store owner,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
655,ETid-1387,SPAIN,2022-09-06,"20,000","MUXERS CONCEPT, S.L.",Art. 6 GDPR,Insufficient legal basis for data processing
656,ETid-1386,SPAIN,2022-09-09,180,EURO DONER KEBAB,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
657,ETid-1385,ROMANIA,2022-09-09,"2,000",SC Raiffeisen Bank SA,Art. 5 (1) d) GDPR,Non-compliance with general data processing principles
658,ETid-1384,SPAIN,2022-09-09,300,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
659,ETid-1383,SPAIN,2022-09-13,"2,000",Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
660,ETid-1382,FRANCE,2022-09-13,"250,000",GIE INFOGREFFE,"Art. 5 (1) e) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
661,ETid-1381,SPAIN,2022-09-13,300,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
662,ETid-1380,NORWAY,2022-08-25,"20,000",Recover AS,Art. 6 (1) e) GDPR,Insufficient legal basis for data processing
663,ETid-1379,SPAIN,2022-09-01,240,MH VILASECA S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations
664,ETid-1378,SPAIN,2022-08-30,"1,700",Bazar Pekin,"Art. 13 GDPR, Art. 30 GDPR",Insufficient fulfilment of information obligations
665,ETid-1377,ROMANIA,2022-08-29,"1,000",Alpha Bank Romania SA,"Art. 29 GDPR, Art. 32 (1) b) GDPR, Art. 32 (2), (4) GDPR",Insufficient technical and organisational measures to ensure information security
666,ETid-1376,SPAIN,2022-08-28,"1,200","DIGITECNIA SOLUTIONS, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
667,ETid-1375,SPAIN,2022-08-30,"3,000","COLEGIO VILLAEUROPA, S.C.L",Art. 13 GDPR,Insufficient fulfilment of information obligations
668,ETid-1374,SPAIN,2022-08-25,480,SERVICIOS PROFESIONALES LA PARADA S.L.,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
669,ETid-1373,IRELAND,2022-09-05,"405,000,000","Meta Platforms, Inc.","Art. 5 (1) a), c) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR, Art. 24 GDPR, Art. 25 (1), (2) GDPR, Art. 35 GDPR",Non-compliance with general data processing principles
670,ETid-1372,SPAIN,2022-08-30,"2,000",Sindicato Intersectorial Trabajadores/as Provincia de Alicante,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
671,ETid-1371,ROMANIA,2022-07-07,"4,000",E Software Concept SRL,"Art. 32 (1) b), (2) GDPR, Art. 58 (1) a), e) GDPR",Insufficient technical and organisational measures to ensure information security
672,ETid-1370,ROMANIA,2022-08-22,"10,000",Enel Energie Muntenia S.A.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
673,ETid-1369,ITALY,2022-06-16,"70,000",Unicredit S.p.A.,"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
