,0,1,2,3,4,5,6,7,8,9,10,date,discipline
4,5,,,CHNCHN,[CHN] JIANG Zhen Bang[CHN] WEI Ya Xin,,6302957246,80100,23,Asia,China,1/2/2024),XD
5,6,,,THATHA,[THA] Dechapol PUAVARANUKROH[THA] Sapsiree TAERATTANACHAI,,6173167158,77412,21,Asia,Thailand,1/2/2024),XD
6,7,,,KORKOR,[KOR] KIM Won Ho[KOR] JEONG Na Eun,,6144499778,73633,21,Asia,Korea,1/2/2024),XD
7,8,,,HKGHKG,[HKG] TANG Chun Man[HKG] TSE Ying Suet,,7768961435,69230,25,Asia,Hong Kong China,1/2/2024),XD
8,9,,,MASMAS,[MAS] CHEN Tang Jie[MAS] TOH Ee Wei,,9109059621,68645,29,Asia,Malaysia,1/2/2024),XD
9,10,,,DENDEN,[DEN] Mathias CHRISTIANSEN[DEN] Alexandra BØJE,,9952188779,67070,22,Europe,Denmark,1/2/2024),XD
10,11,,,FRAFRA,[FRA] Thom GICQUEL[FRA] Delphine DELRUE,,6854470762,65337,17,Europe,France,1/2/2024),XD
11,12,,,TPETPE,[TPE] YE Hong Wei[TPE] LEE Chia Hsin,,8110876717,60294,30,Asia,Chinese Taipei,1/2/2024),XD
12,13,,,JPNJPN,[JPN] Hiroki MIDORIKAWA[JPN] Natsu SAITO,,6494455417,59320,25,Asia,Japan,1/2/2024),XD
13,14,,,INAINA,[INA] Dejan FERDINANSYAH[INA] Gloria Emanuelle WIDJAJA,,8145881702,57386,26,Asia,Indonesia,1/2/2024),XD
14,15,,,MASMAS,[MAS] GOH Soon Huat[MAS] LAI Shevon Jemie,,9259356352,56208,27,Asia,Malaysia,1/2/2024),XD
15,16,,,NEDNED,[NED] Robin TABELING[NED] Selena PIEK,,6635767176,55123,21,Europe,Netherlands,1/2/2024),XD
16,17,,,JPNJPN,[JPN] Kyohei YAMASHITA[JPN] Naru SHINOYA,,8200999067,53835,24,Asia,Japan,1/2/2024),XD
17,18,,,INAINA,[INA] Rehan Naufal KUSHARJANTO[INA] Lisa Ayu KUSUMAWATI,,8704582610,53330,25,Asia,Indonesia,1/2/2024),XD
18,19,,,INAINA,[INA] Rinov RIVALDY[INA] Pitha Haningtyas MENTARI,,8845159465,53163,22,Asia,Indonesia,1/2/2024),XD
19,20,,,THATHA,[THA] Supak JOMKOH[THA] Supissara PAEWSAMPRAN,,7393674980,52489,21,Asia,Thailand,1/2/2024),XD
20,21,,,JPNJPN,[JPN] Yuki KANEKO[JPN] Misaki MATSUTOMO,,9576143851,50410,23,Asia,Japan,1/2/2024),XD
21,22,,,SGPSGP,[SGP] HEE Yong Kai Terry[SGP] TAN Wei Han Jessica,,9918159237,48956,26,Asia,Singapore,1/2/2024),XD
22,23,,,DENDEN,[DEN] Mathias THYRRI[DEN] Amalie MAGELUND,,8405795643,48268,18,Europe,Denmark,1/2/2024),XD
23,24,,,HKGHKG,[HKG] LEE Chun Hei Reginald[HKG] NG Tsz Yau,,9260961986,48180,24,Asia,Hong Kong China,1/2/2024),XD
24,25,,,MASMAS,[MAS] TAN Kian Meng[MAS] LAI Pei Jing,,6765447007,47434,25,Asia,Malaysia,1/2/2024),XD
25,26,,,CHNCHN,[CHN] CHENG Xing[CHN] CHEN Fang Hui,,5893150469,46950,17,Asia,China,1/2/2024),XD
26,27,,,INAINA,[INA] Praveen JORDAN[INA] Melati Daeva OKTAVIANTI,,8991682061,44820,20,Asia,Indonesia,1/2/2024),XD
27,28,,,ENGENG,[ENG] Marcus ELLIS[ENG] Lauren SMITH,,7134980918,40516,21,Europe,England,1/2/2024),XD
28,29,,,CANCAN,[CAN] Ty Alexander LINDEMAN[CAN] Josephine WU,,6368386226,40296,20,Pan America,Canada,1/2/2024),XD
29,30,,,GERGER,[GER] Mark LAMSFUSS[GER] Isabel LOHAU,,6804598052,39978,19,Europe,Germany,1/2/2024),XD
30,31,,,USAUSA,[USA] Vinson CHIU[USA] Jennie GAI,,8049783074,39420,24,Pan America,U.S.A.,1/2/2024),XD
31,32,,,TPETPE,[TPE] YANG Po-Hsuan[TPE] HU Ling Fang,,7627587176,39156,28,Asia,Chinese Taipei,1/2/2024),XD
32,33,,,DENDEN,[DEN] Mads VESTERGAARD[DEN] Christine BUSCH,,6050758324,38630,17,Europe,Denmark,1/2/2024),XD
33,34,,,THATHA,[THA] Ruttanapak OUPTHONG[THA] Jhenicha SUDJAIPRAPARAT,,7590472504,37435,18,Asia,Thailand,1/2/2024),XD
34,35,,,TPETPE,[TPE] CHANG Ko-Chi[TPE] LEE Chih Chen,,6868177386,36800,22,Asia,Chinese Taipei,1/2/2024),XD
35,36,,,INAINA,[INA] Adnan MAULANA[INA] Nita Violina MARWAH,,6357160838,36119,14,Asia,Indonesia,1/2/2024),XD
36,37,,,ENGENG,[ENG] Gregory MAIRS[ENG] Jenny MAIRS,,5818089068,35104,21,Europe,England,1/2/2024),XD
37,38,,,TPETPE,[TPE] LEE Jhe-Huei[TPE] HSU Ya Ching,,9910274561,34850,17,Asia,Chinese Taipei,1/2/2024),XD
38,39,,,JPNJPN,[JPN] Hiroki NISHI[JPN] Akari SATO,,6353091600,34500,10,Asia,Japan,1/2/2024),XD
39,40,,,INDIND,[IND] Rohan KAPOOR[IND] REDDY Sikki,,6098017515,33980,17,Asia,India,1/2/2024),XD
40,41,,,MASMAS,[MAS] CHAN Peng Soon[MAS] CHEAH Yee See,,5314258879,33490,18,Asia,Malaysia,1/2/2024),XD
41,42,,,MASMAS,[MAS] HOO Pang Ron[MAS] TEOH Mei Xing,,7267563539,31170,12,Asia,Malaysia,1/2/2024),XD
42,43,,,SCOSCO,[SCO] Adam HALL[SCO] Julie MACPHERSON,,8515991715,30901,17,Europe,Scotland,1/2/2024),XD
43,44,,,AUSAUS,[AUS] Kenneth Zhe Hooi CHOO[AUS] Gronya SOMERVILLE,,8952958488,29920,20,Oceania,Australia,1/2/2024),XD
44,45,,,DENDEN,[DEN] Jesper TOFT[DEN] Clara GRAVERSEN,,8170588593,29400,14,Europe,Denmark,1/2/2024),XD
45,46,,,BRABRA,[BRA] Davi SILVA[BRA] Sania LIMA,,7894856522,29390,15,Pan America,Brazil,1/2/2024),XD
46,47,,,TPETPE,[TPE] CHIU Hsiang Chieh[TPE] LIN Xiao Min,,9291365203,28860,9,Asia,Chinese Taipei,1/2/2024),XD
47,48,,,ALGALG,[ALG] Koceila MAMMERI[ALG] Tanina Violette MAMMERI,,7298678133,28809,27,Africa,Algeria,1/2/2024),XD
48,49,,,MASMAS,[MAS] Roy King YAP[MAS] Valeree SIOW,,8832285465,28450,11,Asia,Malaysia,1/2/2024),XD
49,50,,,GERGER,[GER] Jan Colin VOELKER[GER] Stine KUESPERT,,7893578795,28040,12,Europe,Germany,1/2/2024),XD
50,51,,,INAINA,[INA] Jafar HIDAYATULLAH[INA] Aisyah Salsabila Putri PRANATA,,6585479077,27620,10,Asia,Indonesia,1/2/2024),XD
51,52,,,INAINA,[INA] Zachariah Josiahno SUMANTI[INA] Hediana JULIMARBELA,,8022994834,27310,13,Asia,Indonesia,1/2/2024),XD
52,53,,,MASMAS,[MAS] CHOONG Hon Jian[MAS] GO Pei Kee,,5635094530,26850,13,Asia,Malaysia,1/2/2024),XD
53,54,,,USAUSA,[USA] Presley SMITH[USA] Allison LEE,,6373965708,26680,9,Pan America,U.S.A.,1/2/2024),XD
54,55,,,MEXMEX,[MEX] Luis Armando MONTOYA NAVARRO[MEX] Miriam Jacqueline RODRIGUEZ PEREZ,,7498795072,24178,14,Pan America,Mexico,1/2/2024),XD
55,56,,,INAINA,[INA] Amri SYAHNAWI[INA] Winny Oktavina KANDOW,,7628177284,24060,10,Asia,Indonesia,1/2/2024),XD
56,57,,,BRABRA,[BRA] Fabricio FARIAS[BRA] Jaqueline LIMA,,6964957457,24001,13,Pan America,Brazil,1/2/2024),XD
57,58,,,GERGER,[GER] Jones Ralfy JANSEN[GER] Linda EFLER,,8872683942,23924,11,Europe,Germany,1/2/2024),XD
58,59,,,ENGENG,[ENG] Callum HEMMING[ENG] Estelle VAN LEEUWEN,,8675659331,23630,10,Europe,England,1/2/2024),XD
59,60,,,INDIND,[IND] REDDY B. Sumeeth[IND] Ashwini PONNAPPA,,2417249765,22540,13,Asia,India,1/2/2024),XD
60,61,,,DENDEN,[DEN] Mikkel MIKKELSEN[DEN] Rikke SØBY,,7603158111,22170,10,Europe,Denmark,1/2/2024),XD
61,62,,,PERPER,[PER] Jose GUEVARA[PER] Ines Lucia CASTILLO,,5840279258,22060,10,Pan America,Peru,1/2/2024),XD
62,63,,,DENDEN,[DEN] Andreas SØNDERGAARD[DEN] Iben BERGSTEIN,,7385776370,21990,11,Europe,Denmark,1/2/2024),XD
63,64,,,INDIND,[IND] Sathish Kumar KARUNAKARAN[IND] Aadya VARIYATH,,7916464431,21740,12,Asia,India,1/2/2024),XD
64,65,,,THATHA,[THA] Pakkapon TEERARATSAKUL[THA] Phataimas MUENWONG,,6567456460,21347,10,Asia,Thailand,1/2/2024),XD
65,66,,,TPETPE,[TPE] WU Hsuan-Yi[TPE] YANG Chu Yun,,9773770860,21240,9,Asia,Chinese Taipei,1/2/2024),XD
66,67,,,SLOSLO,[SLO] Miha IVANČIČ[SLO] Petra POLANC,,8656761268,21110,16,Europe,Slovenia,1/2/2024),XD
67,68,,,KORKOR,[KOR] KO Sung Hyun[KOR] EOM Hye Won,,8809428492,20640,6,Asia,Korea,1/2/2024),XD
68,69,,,KORKOR,[KOR] KIM Young Hyuk[KOR] LEE Yu Lim,,5931966115,20583,10,Asia,Korea,1/2/2024),XD
69,70,,,TPETPE,[TPE] CHEN Zhi Ray[TPE] YANG Ching Tun,,7582978687,20280,8,Asia,Chinese Taipei,1/2/2024),XD
70,71,,,TPETPE,[TPE] WEI Chun Wei[TPE] Nicole Gonzales CHAN,,7457462713,19980,11,Asia,Chinese Taipei,1/2/2024),XD
71,72,,,GERGER,[GER] Patrick VOLKMANN[GER] Franziska VOLKMANN,,7208461615,19370,16,Europe,Germany,1/2/2024),XD
72,73,,,EGYEGY,[EGY] Adham Hatem ELGAMAL[EGY] Doha HANY,,7246661746,19356,20,Africa,Egypt,1/2/2024),XD
73,74,,,TPETPE,[TPE] LIN Bing-Wei[TPE] LIN Chih-Chun,,7347485808,19320,10,Asia,Chinese Taipei,1/2/2024),XD
74,75,,,ENGENG,[ENG] Ethan VAN LEEUWEN[ENG] Annie LADO,,9055679159,19080,11,Europe,England,1/2/2024),XD
75,76,,,SRBSRB,[SRB] Mihajlo TOMIC[SRB] Andjela VITMAN,,6316190612,18530,11,Europe,Serbia,1/2/2024),XD
76,77,,,MASMAS,"[MAS] LIM Tze Jian[MAS] Desiree, Hao Shan SIOW",,7775265389,18030,12,Asia,Malaysia,1/2/2024),XD
77,78,,,TPETPE,[TPE] CHEN Cheng Kuan[TPE] HSU Yin-Hui,,6439496973,17910,9,Asia,Chinese Taipei,1/2/2024),XD
78,79,,,INDIND,[IND] Sai PRATHEEK.K[IND] Tanisha CRASTO,,7738994165,17760,7,Asia,India,1/2/2024),XD
79,80,,,THATHA,[THA] Weeraphat PHAKJARUNG[THA] Ornnicha JONGSATHAPORNPARN,,8277099988,17300,6,Asia,Thailand,1/2/2024),XD
80,81,,,BULBUL,[BUL] Iliyan STOYNOV[BUL] Hristomira POPOVSKA,,6314081649,17290,8,Europe,Bulgaria,1/2/2024),XD
81,82,,,KORKOR,[KOR] WANG Chan[KOR] SHIN Seung Chan,,7264687473,17280,7,Asia,Korea,1/2/2024),XD
82,83,,,TPETPE,[TPE] PO Li-Wei[TPE] CHANG Ching Hui,,7905275270,17087,10,Asia,Chinese Taipei,1/2/2024),XD
83,84,,,MASMAS,[MAS] TING Shih Wee Owen[MAS] GAN Jing Err,,6522460767,15720,11,Asia,Malaysia,1/2/2024),XD
84,85,,,INAINA,[INA] Marwan FAZA[INA] Jessica Maya RISMAWARDANI,,7278256711,15110,7,Asia,Indonesia,1/2/2024),XD
85,86,,,JAMJAM,[JAM] Samuel O’Brien RICKETTS[JAM] Tahlia RICHARDSON,,8165590267,14820,9,Pan America,Jamaica,1/2/2024),XD
86,87,,,DENDEN,[DEN] Rasmus ESPERSEN[DEN] Amalie Cecilie KUDSK,,9116768532,14620,6,Europe,Denmark,1/2/2024),XD
87,88,,,GERGER,[GER] Malik BOURAKKADI[GER] Leona MICHALSKI,,7487199025,14479,15,Europe,Germany,1/2/2024),XD
88,89,,,ISRISR,[ISR] Misha ZILBERMAN[ISR] Svetlana ZILBERMAN,,5295334,14160,7,Europe,Israel,1/2/2024),XD
89,90,,,CANCAN,[CAN] Joshua HURLBURT-YU[CAN] Rachel HONDERICH,,6919495664,14130,4,Pan America,Canada,1/2/2024),XD
90,91,,,ENGENG,[ENG] Brandon Zhi Hao YAP[ENG] Abbygael HARRIS,,5048161095,14000,9,Europe,England,1/2/2024),XD
91,92,,,MASMAS,[MAS] HOO Pang Ron[MAS] CHENG Su Yin,,7267580605,13760,4,Asia,Malaysia,1/2/2024),XD
92,93,,,PERPER,[PER] Diego MINI[PER] Paula LA TORRE,,9146995819,13583,8,Pan America,Peru,1/2/2024),XD
93,94,,,THATHA,[THA] Ratchapol MAKKASASITHORN[THA] Chasinee KOREPAP,,9257671801,13545,9,Asia,Thailand,1/2/2024),XD
94,95,,,THATHA,[THA] Tanupat VIRIYANGKURA[THA] Alisa SAPNITI,,7423399411,13540,6,Asia,Thailand,1/2/2024),XD
95,96,,,FRAFRA,[FRA] Lucas RENOIR[FRA] Tea MARGUERITTE,,7819273899,13470,12,Europe,France,1/2/2024),XD
96,97,,,INDIND,[IND] Chayanit JOSHI[IND] Kavya GUPTA,,9821672956,13390,8,Asia,India,1/2/2024),XD
97,98,,,MDVMDV,[MDV] Hussein Zayan SHAHEED ZAKI[MDV] Fathimath Nabaaha ABDUL RAZZAQ,,7021962853,13360,16,Asia,Maldives,1/2/2024),XD
98,99,,,RSARSA,[RSA] Caden KAKORA[RSA] Johanita SCHOLTZ,,8661675193,13350,9,Africa,South Africa,1/2/2024),XD
99,100,,,AUTAUT,[AUT] Philip BIRKER[AUT] Katharina HOCHMEIR,,7812185127,13150,9,Europe,Austria,1/2/2024),XD
0,1,,,CHNCHN,[CHN] ZHENG Si Wei[CHN] HUANG Ya Qiong,,8304663168,113573,17,Asia,China,1/9/2024),XD
1,2,,,JPNJPN,[JPN] Yuta WATANABE[JPN] Arisa IGARASHI,,5824079558,96595,19,Asia,Japan,1/9/2024),XD
2,3,,,CHNCHN,[CHN] FENG Yan Zhe[CHN] HUANG Dong Ping,,6526789426,90400,23,Asia,China,1/9/2024),XD
3,4,,,KORKOR,[KOR] SEO Seung Jae[KOR] CHAE Yu Jung,,6651393074,89943,24,Asia,Korea,1/9/2024),XD
4,5,,,CHNCHN,[CHN] JIANG Zhen Bang[CHN] WEI Ya Xin,,6302957246,80100,23,Asia,China,1/9/2024),XD
5,6,,,THATHA,[THA] Dechapol PUAVARANUKROH[THA] Sapsiree TAERATTANACHAI,,6173167158,77412,21,Asia,Thailand,1/9/2024),XD
6,7,,,KORKOR,[KOR] KIM Won Ho[KOR] JEONG Na Eun,,6144499778,73633,21,Asia,Korea,1/9/2024),XD
7,8,,,HKGHKG,[HKG] TANG Chun Man[HKG] TSE Ying Suet,,7768961435,69230,25,Asia,Hong Kong China,1/9/2024),XD
8,9,,,MASMAS,[MAS] CHEN Tang Jie[MAS] TOH Ee Wei,,9109059621,68645,29,Asia,Malaysia,1/9/2024),XD
9,10,,,DENDEN,[DEN] Mathias CHRISTIANSEN[DEN] Alexandra BØJE,,9952188779,67070,22,Europe,Denmark,1/9/2024),XD
10,11,,,FRAFRA,[FRA] Thom GICQUEL[FRA] Delphine DELRUE,,6854470762,65337,17,Europe,France,1/9/2024),XD
11,12,,,TPETPE,[TPE] YE Hong Wei[TPE] LEE Chia Hsin,,8110876717,60294,30,Asia,Chinese Taipei,1/9/2024),XD
12,13,,,JPNJPN,[JPN] Hiroki MIDORIKAWA[JPN] Natsu SAITO,,6494455417,59320,25,Asia,Japan,1/9/2024),XD
13,14,,,INAINA,[INA] Dejan FERDINANSYAH[INA] Gloria Emanuelle WIDJAJA,,8145881702,57386,26,Asia,Indonesia,1/9/2024),XD
14,15,,,MASMAS,[MAS] GOH Soon Huat[MAS] LAI Shevon Jemie,,9259356352,56208,27,Asia,Malaysia,1/9/2024),XD
15,16,,,NEDNED,[NED] Robin TABELING[NED] Selena PIEK,,6635767176,55123,21,Europe,Netherlands,1/9/2024),XD
16,17,,,JPNJPN,[JPN] Kyohei YAMASHITA[JPN] Naru SHINOYA,,8200999067,53835,24,Asia,Japan,1/9/2024),XD
17,18,,,INAINA,[INA] Rehan Naufal KUSHARJANTO[INA] Lisa Ayu KUSUMAWATI,,8704582610,53330,25,Asia,Indonesia,1/9/2024),XD
18,19,,,INAINA,[INA] Rinov RIVALDY[INA] Pitha Haningtyas MENTARI,,8845159465,53163,22,Asia,Indonesia,1/9/2024),XD
19,20,,,THATHA,[THA] Supak JOMKOH[THA] Supissara PAEWSAMPRAN,,7393674980,52489,21,Asia,Thailand,1/9/2024),XD
20,21,,,JPNJPN,[JPN] Yuki KANEKO[JPN] Misaki MATSUTOMO,,9576143851,50410,23,Asia,Japan,1/9/2024),XD
21,22,,,SGPSGP,[SGP] HEE Yong Kai Terry[SGP] TAN Wei Han Jessica,,9918159237,48956,26,Asia,Singapore,1/9/2024),XD
22,23,,,DENDEN,[DEN] Mathias THYRRI[DEN] Amalie MAGELUND,,8405795643,48268,18,Europe,Denmark,1/9/2024),XD
23,24,,,HKGHKG,[HKG] LEE Chun Hei Reginald[HKG] NG Tsz Yau,,9260961986,48180,24,Asia,Hong Kong China,1/9/2024),XD
24,25,,,MASMAS,[MAS] TAN Kian Meng[MAS] LAI Pei Jing,,6765447007,47434,25,Asia,Malaysia,1/9/2024),XD
25,26,,,CHNCHN,[CHN] CHENG Xing[CHN] CHEN Fang Hui,,5893150469,46950,17,Asia,China,1/9/2024),XD
26,27,,,INAINA,[INA] Praveen JORDAN[INA] Melati Daeva OKTAVIANTI,,8991682061,44820,20,Asia,Indonesia,1/9/2024),XD
27,28,,,ENGENG,[ENG] Marcus ELLIS[ENG] Lauren SMITH,,7134980918,40516,21,Europe,England,1/9/2024),XD
28,29,,,CANCAN,[CAN] Ty Alexander LINDEMAN[CAN] Josephine WU,,6368386226,40296,20,Pan America,Canada,1/9/2024),XD
29,30,,,GERGER,[GER] Mark LAMSFUSS[GER] Isabel LOHAU,,6804598052,39978,19,Europe,Germany,1/9/2024),XD
30,31,,,USAUSA,[USA] Vinson CHIU[USA] Jennie GAI,,8049783074,39420,24,Pan America,U.S.A.,1/9/2024),XD
31,32,,,TPETPE,[TPE] YANG Po-Hsuan[TPE] HU Ling Fang,,7627587176,39156,28,Asia,Chinese Taipei,1/9/2024),XD
32,33,,,DENDEN,[DEN] Mads VESTERGAARD[DEN] Christine BUSCH,,6050758324,38630,17,Europe,Denmark,1/9/2024),XD
33,34,,,THATHA,[THA] Ruttanapak OUPTHONG[THA] Jhenicha SUDJAIPRAPARAT,,7590472504,37435,18,Asia,Thailand,1/9/2024),XD
34,35,,,TPETPE,[TPE] CHANG Ko-Chi[TPE] LEE Chih Chen,,6868177386,36800,22,Asia,Chinese Taipei,1/9/2024),XD
35,36,,,INAINA,[INA] Adnan MAULANA[INA] Nita Violina MARWAH,,6357160838,36119,14,Asia,Indonesia,1/9/2024),XD
36,37,,,ENGENG,[ENG] Gregory MAIRS[ENG] Jenny MAIRS,,5818089068,35104,21,Europe,England,1/9/2024),XD
37,38,,,TPETPE,[TPE] LEE Jhe-Huei[TPE] HSU Ya Ching,,9910274561,34850,17,Asia,Chinese Taipei,1/9/2024),XD
38,39,,,JPNJPN,[JPN] Hiroki NISHI[JPN] Akari SATO,,6353091600,34500,10,Asia,Japan,1/9/2024),XD
39,40,,,INDIND,[IND] Rohan KAPOOR[IND] REDDY Sikki,,6098017515,33980,17,Asia,India,1/9/2024),XD
40,41,,,MASMAS,[MAS] CHAN Peng Soon[MAS] CHEAH Yee See,,5314258879,33490,18,Asia,Malaysia,1/9/2024),XD
41,42,,,MASMAS,[MAS] HOO Pang Ron[MAS] TEOH Mei Xing,,7267563539,31170,12,Asia,Malaysia,1/9/2024),XD
42,43,,,SCOSCO,[SCO] Adam HALL[SCO] Julie MACPHERSON,,8515991715,30901,17,Europe,Scotland,1/9/2024),XD
43,44,,,AUSAUS,[AUS] Kenneth Zhe Hooi CHOO[AUS] Gronya SOMERVILLE,,8952958488,29920,20,Oceania,Australia,1/9/2024),XD
44,45,,,DENDEN,[DEN] Jesper TOFT[DEN] Clara GRAVERSEN,,8170588593,29400,14,Europe,Denmark,1/9/2024),XD
45,46,,,BRABRA,[BRA] Davi SILVA[BRA] Sania LIMA,,7894856522,29390,15,Pan America,Brazil,1/9/2024),XD
46,47,,,TPETPE,[TPE] CHIU Hsiang Chieh[TPE] LIN Xiao Min,,9291365203,28860,9,Asia,Chinese Taipei,1/9/2024),XD
47,48,,,ALGALG,[ALG] Koceila MAMMERI[ALG] Tanina Violette MAMMERI,,7298678133,28809,27,Africa,Algeria,1/9/2024),XD
48,49,,,MASMAS,[MAS] Roy King YAP[MAS] Valeree SIOW,,8832285465,28450,11,Asia,Malaysia,1/9/2024),XD
49,50,,,GERGER,[GER] Jan Colin VOELKER[GER] Stine KUESPERT,,7893578795,28040,12,Europe,Germany,1/9/2024),XD
50,51,,,INAINA,[INA] Jafar HIDAYATULLAH[INA] Aisyah Salsabila Putri PRANATA,,6585479077,27620,10,Asia,Indonesia,1/9/2024),XD
51,52,,,INAINA,[INA] Zachariah Josiahno SUMANTI[INA] Hediana JULIMARBELA,,8022994834,27310,13,Asia,Indonesia,1/9/2024),XD
52,53,,,MASMAS,[MAS] CHOONG Hon Jian[MAS] GO Pei Kee,,5635094530,26850,13,Asia,Malaysia,1/9/2024),XD
53,54,,,USAUSA,[USA] Presley SMITH[USA] Allison LEE,,6373965708,26680,9,Pan America,U.S.A.,1/9/2024),XD
54,55,,,MEXMEX,[MEX] Luis Armando MONTOYA NAVARRO[MEX] Miriam Jacqueline RODRIGUEZ PEREZ,,7498795072,24178,14,Pan America,Mexico,1/9/2024),XD
55,56,,,INAINA,[INA] Amri SYAHNAWI[INA] Winny Oktavina KANDOW,,7628177284,24060,10,Asia,Indonesia,1/9/2024),XD
56,57,,,BRABRA,[BRA] Fabricio FARIAS[BRA] Jaqueline LIMA,,6964957457,24001,13,Pan America,Brazil,1/9/2024),XD
57,58,,,GERGER,[GER] Jones Ralfy JANSEN[GER] Linda EFLER,,8872683942,23924,11,Europe,Germany,1/9/2024),XD
58,59,,,ENGENG,[ENG] Callum HEMMING[ENG] Estelle VAN LEEUWEN,,8675659331,23630,10,Europe,England,1/9/2024),XD
59,60,,,INDIND,[IND] REDDY B. Sumeeth[IND] Ashwini PONNAPPA,,2417249765,22540,13,Asia,India,1/9/2024),XD
60,61,,,DENDEN,[DEN] Mikkel MIKKELSEN[DEN] Rikke SØBY,,7603158111,22170,10,Europe,Denmark,1/9/2024),XD
61,62,,,PERPER,[PER] Jose GUEVARA[PER] Ines Lucia CASTILLO,,5840279258,22060,10,Pan America,Peru,1/9/2024),XD
62,63,,,DENDEN,[DEN] Andreas SØNDERGAARD[DEN] Iben BERGSTEIN,,7385776370,21990,11,Europe,Denmark,1/9/2024),XD
63,64,,,INDIND,[IND] Sathish Kumar KARUNAKARAN[IND] Aadya VARIYATH,,7916464431,21740,12,Asia,India,1/9/2024),XD
64,65,,,THATHA,[THA] Pakkapon TEERARATSAKUL[THA] Phataimas MUENWONG,,6567456460,21347,10,Asia,Thailand,1/9/2024),XD
65,66,,,TPETPE,[TPE] WU Hsuan-Yi[TPE] YANG Chu Yun,,9773770860,21240,9,Asia,Chinese Taipei,1/9/2024),XD
66,67,,,SLOSLO,[SLO] Miha IVANČIČ[SLO] Petra POLANC,,8656761268,21110,16,Europe,Slovenia,1/9/2024),XD
67,68,,,KORKOR,[KOR] KO Sung Hyun[KOR] EOM Hye Won,,8809428492,20640,6,Asia,Korea,1/9/2024),XD
68,69,,,KORKOR,[KOR] KIM Young Hyuk[KOR] LEE Yu Lim,,5931966115,20583,10,Asia,Korea,1/9/2024),XD
69,70,,,TPETPE,[TPE] CHEN Zhi Ray[TPE] YANG Ching Tun,,7582978687,20280,8,Asia,Chinese Taipei,1/9/2024),XD
70,71,,,TPETPE,[TPE] WEI Chun Wei[TPE] Nicole Gonzales CHAN,,7457462713,19980,11,Asia,Chinese Taipei,1/9/2024),XD
71,72,,,GERGER,[GER] Patrick VOLKMANN[GER] Franziska VOLKMANN,,7208461615,19370,16,Europe,Germany,1/9/2024),XD
72,73,,,EGYEGY,[EGY] Adham Hatem ELGAMAL[EGY] Doha HANY,,7246661746,19356,20,Africa,Egypt,1/9/2024),XD
73,74,,,TPETPE,[TPE] LIN Bing-Wei[TPE] LIN Chih-Chun,,7347485808,19320,10,Asia,Chinese Taipei,1/9/2024),XD
74,75,,,ENGENG,[ENG] Ethan VAN LEEUWEN[ENG] Annie LADO,,9055679159,19080,11,Europe,England,1/9/2024),XD
75,76,,,SRBSRB,[SRB] Mihajlo TOMIC[SRB] Andjela VITMAN,,6316190612,18530,11,Europe,Serbia,1/9/2024),XD
76,77,,,MASMAS,"[MAS] LIM Tze Jian[MAS] Desiree, Hao Shan SIOW",,7775265389,18030,12,Asia,Malaysia,1/9/2024),XD
77,78,,,TPETPE,[TPE] CHEN Cheng Kuan[TPE] HSU Yin-Hui,,6439496973,17910,9,Asia,Chinese Taipei,1/9/2024),XD
78,79,,,INDIND,[IND] Sai PRATHEEK.K[IND] Tanisha CRASTO,,7738994165,17760,7,Asia,India,1/9/2024),XD
79,80,,,THATHA,[THA] Weeraphat PHAKJARUNG[THA] Ornnicha JONGSATHAPORNPARN,,8277099988,17300,6,Asia,Thailand,1/9/2024),XD
80,81,,,BULBUL,[BUL] Iliyan STOYNOV[BUL] Hristomira POPOVSKA,,6314081649,17290,8,Europe,Bulgaria,1/9/2024),XD
81,82,,,KORKOR,[KOR] WANG Chan[KOR] SHIN Seung Chan,,7264687473,17280,7,Asia,Korea,1/9/2024),XD
82,83,,,TPETPE,[TPE] PO Li-Wei[TPE] CHANG Ching Hui,,7905275270,17087,10,Asia,Chinese Taipei,1/9/2024),XD
83,84,,,MASMAS,[MAS] TING Shih Wee Owen[MAS] GAN Jing Err,,6522460767,15720,11,Asia,Malaysia,1/9/2024),XD
84,85,,,INAINA,[INA] Marwan FAZA[INA] Jessica Maya RISMAWARDANI,,7278256711,15110,7,Asia,Indonesia,1/9/2024),XD
85,86,,,JAMJAM,[JAM] Samuel O’Brien RICKETTS[JAM] Tahlia RICHARDSON,,8165590267,14820,9,Pan America,Jamaica,1/9/2024),XD
86,87,,,DENDEN,[DEN] Rasmus ESPERSEN[DEN] Amalie Cecilie KUDSK,,9116768532,14620,6,Europe,Denmark,1/9/2024),XD
87,88,,,GERGER,[GER] Malik BOURAKKADI[GER] Leona MICHALSKI,,7487199025,14479,15,Europe,Germany,1/9/2024),XD
88,89,,,ISRISR,[ISR] Misha ZILBERMAN[ISR] Svetlana ZILBERMAN,,5295334,14160,7,Europe,Israel,1/9/2024),XD
89,90,,,CANCAN,[CAN] Joshua HURLBURT-YU[CAN] Rachel HONDERICH,,6919495664,14130,4,Pan America,Canada,1/9/2024),XD
90,91,,,ENGENG,[ENG] Brandon Zhi Hao YAP[ENG] Abbygael HARRIS,,5048161095,14000,9,Europe,England,1/9/2024),XD
91,92,,,MASMAS,[MAS] HOO Pang Ron[MAS] CHENG Su Yin,,7267580605,13760,4,Asia,Malaysia,1/9/2024),XD
