,ID,Country,Date,Amount,Controller_Processor,Quoted_Art,Type
335,ETid-1005,ITALY,2021-12-16,"26,500,000",Enel Energia S.p.A,"Art. 5 (1) a), d) GDPR, Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 21 GDPR, Art. 24 GDPR, Art. 25 (1) GDPR, Art. 30 GDPR, Art. 31 GDPR, Art. 130 (1), (2), (4) Codice della privacy",Insufficient legal basis for data processing
336,ETid-1004,SPAIN,2022-01-14,"2,400","PHARMA TALENTS, S.L.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
337,ETid-1003,LUXEMBOURG,2021-11-09,"1,500",Unknown,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
338,ETid-1002,SPAIN,2022-01-18,"15,000","GARLEX SOLUTIONS, S.L.",Art. 6 GDPR,Insufficient legal basis for data processing
339,ETid-1001,LUXEMBOURG,2021-12-01,"6,800",Unknown,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
340,ETid-1000,SPAIN,2022-01-17,"1,500",Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
341,ETid-999,SPAIN,2022-01-17,"2,000",MEETING PUERTO C.B.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
342,ETid-998,SPAIN,2022-01-14,"1,500",Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
343,ETid-997,SPAIN,2022-01-18,"56,000","VODAFONE ESPAÑA, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
344,ETid-996,MALTA,2022-01-17,"65,000",C-Planet (IT Solutions) Limited,"Art. 5 (1) f) GDPR, Art. 6 (1) GDPR, Art. 9 (1), (2) GDPR, Art. 14 GDPR, Art. 32 GDPR, Art. 33 GDPR, Art. 34 GDPR",Insufficient technical and organisational measures to ensure information security
345,ETid-995,PORTUGAL,2021-12-21,"1,250,000",Lisbon City Council,"Art. 5 (1) a), c), e) GDPR, Art. 6 GDPR, Art. 9 (1) a) GDPR, Art. 13 (1), (2) GDPR, Art. 35 (3) GDPR",Insufficient legal basis for data processing
346,ETid-994,BELGIUM,2021-12-16,"75,000",Bank,Art. 38 (6) GDPR,Insufficient involvement of data protection officer
347,ETid-993,ITALY,2021-11-25,"6,000",Società H San Raffaele Resnati s.r.l.,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles
348,ETid-992,ITALY,2021-12-02,"30,000",Casa di cura Fondazione Gaetano e Piera Borghi s.r.l.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
349,ETid-991,ITALY,2021-12-02,"7,000",Società Med Store Saronno s.r.l.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
350,ETid-990,GREECE,2021-12-29,"75,000",Greek Ministry of Tourism,"Art. 13 GDPR, Art. 32 GDPR, Art. 33 GDPR, Art. 37 GDPR",Insufficient technical and organisational measures to ensure information security
351,ETid-989,SPAIN,2022-01-13,"1,500",Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
352,ETid-988,AUSTRIA,2022-01-14,"8,000,000",REWE International AG,Unknown,Unknown
353,ETid-987,IRELAND,2021-12-02,"60,000",Irish Teacher Council,"Art. 5 (1) GDPR, Art. 32 (1) GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security
354,ETid-986,GREECE,2021-12-31,"30,000",INFO COMMUNICATION SERVICES,"Art. 13 GDPR, Art. 14 GDPR, Art. 11 Law 3471/2006",Insufficient fulfilment of information obligations
355,ETid-985,GREECE,2021-12-31,"25,000",PLUS REAL ADVERTISEMENT,"Art. 13 GDPR, Art. 14 GDPR, Art. 11 Law 3471/2006",Insufficient fulfilment of information obligations
356,ETid-984,POLAND,2021-12-09,"10,000",Warsaw University of Technology,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 24 (1) GDPR, Art. 25 (1) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
357,ETid-983,SPAIN,2022-01-11,"9,000",EDUCANDO JUNTOS SL,"Art. 6 (1) GDPR, Art. 17 GDPR",Insufficient legal basis for data processing
358,ETid-982,SPAIN,2022-01-11,"3,000",Property Owner Community,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
359,ETid-981,GREECE,2022-01-05,"1,000",Εγνατία Οδός Α.Ε.,Art. 12 (3) GDPR,Insufficient fulfilment of data subjects rights
360,ETid-980,FRANCE,2021-12-31,"60,000,000",Facebook Ireland Ltd.,Art. 82 loi Informatique et Libertés,Insufficient legal basis for data processing
361,ETid-979,FRANCE,2021-12-31,"60,000,000",Google Ireland Ltd.,Art. 82 loi Informatique et Libertés,Insufficient legal basis for data processing
362,ETid-978,FRANCE,2021-12-31,"90,000,000",Google LLC,Art. 82 loi Informatique et Libertés,Insufficient legal basis for data processing
363,ETid-977,ROMANIA,2021-12-06,"6,000",Telekom Romania Communications SA,"Art. 5 (1) d), f) GDPR, Art. 5 (2) GDPR, Art. 17 GDPR",Non-compliance with general data processing principles
364,ETid-976,ITALY,2021-11-11,"150,000",TIM S.p.A.,Art. 15 GDPR,Insufficient fulfilment of data subjects rights
365,ETid-975,ITALY,2021-12-02,"30,000",Ica s.r.l.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
366,ETid-974,NORWAY,2021-12-13,"20,000",Elektro & Automasjon Systemer AS,Art. 6 (1) f) GDPR,Insufficient legal basis for data processing
367,ETid-973,SPAIN,2021-12-28,"2,000",Call shop manager,Art. 13 GDPR,Insufficient fulfilment of information obligations
368,ETid-972,FRANCE,2021-12-28,"300,000",FREE MOBILE,"Art. 12 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient fulfilment of data subjects rights
369,ETid-971,FRANCE,2021-12-28,"180,000",SLIMPAY,"Art. 28 GDPR, Art. 32 GDPR, Art. 34 GDPR",Insufficient technical and organisational measures to ensure information security
370,ETid-970,SPAIN,2021-12-28,"6,000",REAL CLUB NÁUTICO DE RIBADEO,Art. 6 (1) GDPR,Insufficient legal basis for data processing
371,ETid-969,SPAIN,2021-12-28,"2,000","VENTANAS MAKE YOURSELF, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations
372,ETid-968,SPAIN,2021-12-16,"60,000",Banco Bilbao Vizcaya Argentaria S.A.,Art. 6 GDPR,Insufficient legal basis for data processing
373,ETid-967,SPAIN,2021-12-22,"5,000",HUBSIDE IBÉRICA S.L.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
374,ETid-966,SPAIN,2021-12-22,"5,000",Sfam España General s.l.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
375,ETid-965,SPAIN,2021-12-21,"6,000",Private individual,Art. 6 (1) GDPR,Insufficient legal basis for data processing
376,ETid-964,SPAIN,2021-12-23,"1,500",LA OFICINA BAR,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
377,ETid-963,SPAIN,2021-12-17,"4,000",CLUB DEPORTIVO RITMO DE ANDALUCÍA,"Art. 7 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
378,ETid-962,SPAIN,2021-12-21,"2,000",FUNDACION ESPANOLA DE MEDICINA ESTETICA Y LONGEVIDAD,"Art. 7 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
379,ETid-961,AUSTRIA,2021-08-05,600,Private individual,Art. 9 GDPR,Insufficient legal basis for data processing
380,ETid-960,NORWAY,2021-12-17,"3,900",T. Stene Transport AS,Unknown,Unknown
381,ETid-959,SPAIN,2021-12-17,"2,000",Online retailer,Art. 6 GDPR,Insufficient legal basis for data processing
382,ETid-958,SPAIN,2021-12-17,"2,000",Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
383,ETid-957,GREECE,2021-12-08,"30,000",One Way Private Company,"Art. 28 (3) c) GDPR, Art. 32 (2), (4) GDPR, Art. 11 (1) Νόμος 3471/2006",Insufficient technical and organisational measures to ensure information security
384,ETid-956,SPAIN,2021-12-14,"50,000","IZA OBRAS Y PROMOCIONES, S.A.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
385,ETid-955,HUNGARY,2021-10-27,"13,500",Car importer,"Art. 5 (1), (2) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
386,ETid-954,DENMARK,2021-12-16,"13,450",Municipality of Frederiksberg,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
387,ETid-953,SPAIN,2021-12-16,"1,200",Private individual,Art. 13 GDPR,Insufficient fulfilment of information obligations
388,ETid-952,FINLAND,2021-12-07,"608,000",Psykoterapiakeskus Vastaamo,"Art. 5 (1) f) GDPR, Art. 33 (1) GDPR, Art. 34 (1) GDPR",Non-compliance with general data processing principles
389,ETid-951,AUSTRIA,2021-02-12,"3,000",Unknown,Art. 31 GDPR,Insufficient cooperation with supervisory authority
390,ETid-950,NORWAY,2021-12-13,"6,300,000",Grindr LLC,"Art. 6 (1) GDPR, Art. 9 (1) GDPR",Insufficient legal basis for data processing
391,ETid-949,ROMANIA,2021-12-13,"2,000",SC Nobiotic Pharma SRL,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority
392,ETid-948,NORWAY,2021-11-24,"98,000",Norwegian State Pension Fund (SPK),"Art. 5 (1) c), e) GDPR, Art. 6 (1) GDPR, Art. 9 (2) GDPR",Insufficient legal basis for data processing
393,ETid-947,BELGIUM,2021-12-08,"10,000",Unknown,"Art. 12 (3) GDPR, Art. 14 (1), (2), (3) GDPR, Art. 15 GDPR, Art. 17 (1) c) GDPR, Art. 21 (2) GDPR",Insufficient fulfilment of data subjects rights
394,ETid-946,THE NETHERLANDS,2021-11-25,"2,750,000",Dutch Minister of Finance,"Art. 5 (1) a) GDPR, Art. 6 (1) e) GDPR, Art. 8 Wbp",Insufficient legal basis for data processing
395,ETid-945,SPAIN,2021-12-07,"24,000","NBQ Technology, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
396,ETid-944,SPAIN,2021-12-03,"1,000",Store owner,Art. 13 GDPR,Insufficient fulfilment of information obligations
397,ETid-943,GERMANY,2019,"Fine amount between EUR 350 and EUR 1,000",Unknown,Art. 6 GDPR,Insufficient legal basis for data processing
398,ETid-942,GERMANY,2019,Fine amount between EUR 50 and EUR 800,Unknown,Art. 6 GDPR,Insufficient legal basis for data processing
399,ETid-941,GERMANY,2019,500,Unknown,Art. 15 GDPR,Insufficient fulfilment of data subjects rights
447,ETid-940,GERMANY,Unknown,600,Unknown,Art. 6 GDPR,Insufficient legal basis for data processing
448,ETid-939,GERMANY,Unknown,300,Unknown,Art. 6 GDPR,Insufficient legal basis for data processing
449,ETid-938,GERMANY,Unknown,50,Unknown,Art. 6 GDPR,Insufficient legal basis for data processing
450,ETid-937,SPAIN,2021-11-02,"2,000","COOPERA RC SERVICES, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations
451,ETid-936,SPAIN,2021-11-23,"40,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
452,ETid-935,SPAIN,2021-11-23,"40,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
453,ETid-934,SPAIN,2021-12-02,"2,000","IMAGINA FRAN SPORT, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations
454,ETid-933,SPAIN,2021-12-01,"5,000","INTRODUCTION BUSINESS CAPITAL MEDIA, S.L.","Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 LOPDGDD",Insufficient fulfilment of data subjects rights
455,ETid-932,ITALY,2021-10-14,"8,000",Health Protection Agency of Sardinia (ATS),"Art. 5 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
456,ETid-931,ITALY,2021-09-29,"2,000",Physician,"Art. 5 (1) a) GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
457,ETid-930,UNITED KINGDOM,2021-11-25,"585,000",Cabinet Office,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
458,ETid-929,ITALY,2021-10-28,"2,000",Anfiteatro Flavio s.r.l.,Art. 13 GDPR,Insufficient fulfilment of information obligations
459,ETid-928,ITALY,2021-10-28,"2,000",OTTO s.r.l.,Art. 13 GDPR,Insufficient fulfilment of information obligations
460,ETid-927,LITHUANIA,2021-11-29,"110,000",UAB Prime Leasing,"Art. 32 (1) b), d) GDPR",Insufficient technical and organisational measures to ensure information security
461,ETid-926,SPAIN,2021-11-30,"5,000",ASOCIACIÓN ESPAÑOLA PARA LA ENSEÑANZA ONLINE,"Art. 17 (1) GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights
462,ETid-925,SPAIN,2021-11-30,"20,000","DAVISER SERVICIOS, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
463,ETid-924,SPAIN,2021-11-30,"5,000",ASOCIACIÓN ESPAÑOLA PARA LA ENSEÑANZA ONLINE,"Art. 17 (1) GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights
464,ETid-923,SPAIN,2021-11-30,"1,500",Neighborhood community,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
465,ETid-922,SPAIN,2021-11-29,"1,000",Restaurant owner,Art. 13 GDPR,Insufficient fulfilment of information obligations
466,ETid-921,SPAIN,2021-11-29,"4,000","TIGERS MARKET, S.L.","Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 LOPDGDD",Insufficient fulfilment of data subjects rights
467,ETid-920,LUXEMBOURG,2021-10-27,"15,400",Unknown,"Art. 38 (1), (3) GDPR, Art. 39 (1) a), b) GDPR",Insufficient involvement of data protection officer
468,ETid-919,GREECE,2021-10-14,"20,000",ΚΑΠΑ ΛΑΜΔΑ ΩΜΕΓΑ ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΜΠΟΡΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,"Art. 6 GDPR, Art. 12 (2) GDPR, Art. 21 GDPR",Insufficient legal basis for data processing
469,ETid-918,SPAIN,2021-11-24,"9,000",UNIÓN FINANCIERA ASTURIANA S.A. E.F.C.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
470,ETid-917,ICELAND,2021-11-23,"27,200",YAY ehf.,"Art. 5 GDPR, Art. 6 GDPR, Art. 28 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
471,ETid-916,ICELAND,2021-11-23,"51,000",Icelandic Ministry of Industry and Innovation,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 13 GDPR, Art. 25 GDPR, Art. 28 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
472,ETid-915,ROMANIA,2021-11-26,"2,000",Valoris Center S.R.L.,"Art. 29 GDPR, Art. 32 (1) b) GDPR, Art. 32 (4) GDPR",Insufficient technical and organisational measures to ensure information security
473,ETid-914,SPAIN,2021-11-23,"40,000","Vodafone España, SAU",Art. 6 (1) GDPR,Insufficient legal basis for data processing
474,ETid-913,SPAIN,2021-11-23,"3,000",FUENSANTA S.L.,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority
475,ETid-912,SPAIN,2021-11-22,"2,000","ANIVERSALIA NETWORKS, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations
476,ETid-911,SPAIN,2021-11-22,"3,000",Unknown,Art. 13 GDPR,Insufficient fulfilment of information obligations
477,ETid-910,FRANCE,2021-11-04,"400,000",Régie autonome des transports parisiens,"Art. 5 (1) c) GDPR, Art. 5 (1) e) GDPR, Art. 5 (2) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
478,ETid-909,CYPRUS,2021-11-12,"925,000",WS WiSpear Systems Ltd,Art. 5 (1) a) GDPR,Non-compliance with general data processing principles
479,ETid-908,SPAIN,2021-11-15,"40,000","Vodafone España, SAU",Art. 6 (1) GDPR,Insufficient legal basis for data processing
480,ETid-907,SPAIN,2021-11-22,"1,000",Neighborhood community,Art. 13 GDPR,Insufficient fulfilment of information obligations
481,ETid-906,BULGARIA,2021-10-26,380,Bank,Art. 5 (1) b) GDPR,Non-compliance with general data processing principles
482,ETid-905,SPAIN,2021-11-15,"30,000","Vodafone España, SAU",Art. 6 (1) GDPR,Insufficient legal basis for data processing
483,ETid-904,SPAIN,2021-11-15,"1,000",Private Individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
484,ETid-903,SPAIN,2021-11-15,"1,000",Supermarket,Art. 13 GDPR,Insufficient fulfilment of information obligations
485,ETid-902,THE NETHERLANDS,2021-11-12,"400,000",Transavia,"Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
486,ETid-901,POLAND,2021-10-14,"78,000",Bank Millennium S.A,"Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient fulfilment of data breach notification obligations
487,ETid-900,SPAIN,2021-11-12,"3,000",AD735 DATA MEDIA ADVERTISING S.L.,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority
488,ETid-899,SPAIN,2021-11-12,"1,500",Company,Art. 13 GDPR,Insufficient fulfilment of information obligations
489,ETid-898,ROMANIA,2021-11-14,"2,900",Vodafone România SA,"Art. 32 (1) b) GDPR, Art. 32 (2) GDPR, Art. 3 (1) Law No. 506/2004, Art. 3 (3) a), b) Law No. 506/2004",Insufficient technical and organisational measures to ensure information security
490,ETid-897,GREECE,2021-10-04,"5,000",PREMIUMMEDIA ΠΑΡΑΓΩΓΗ ΟΠΤΙΚΟ-ΑΚΟΥΣΤΙΚΩΝ ΕΡΓΩΝ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΙΑ,"Art. 21 (3) GDPR, Art. 25 GDPR",Insufficient fulfilment of data subjects rights
491,ETid-896,LUXEMBOURG,2021-10-13,"18,000",Unknown,"Art. 37 (7) GDPR, Art. 38 (1), (2) GDPR, Art. 39 (1) b) GDPR",Insufficient involvement of data protection officer
492,ETid-895,LUXEMBOURG,2021-10-13,"13,200",Unknown,"Art. 38 (1) GDPR, Art. 39 (1) b) GDPR",Insufficient involvement of data protection officer
493,ETid-894,LUXEMBOURG,2021-10-06,"5,300",Unknown,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
494,ETid-893,IRELAND,2021-08-20,"1,500",MOVE Ireland,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security
495,ETid-892,ITALY,2021-09-16,"5,000",Comune di Montalbano Jonico,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) GDPR, Art. 6 (2) GDPR, Art. 6 (3) b) GDPR, Art. 9 (1), (2), (4) GDPR, Art. 2-ter (1), (3) Codice della privacy, Art. 2-septies (8) Codice della privacy",Non-compliance with general data processing principles
496,ETid-891,ROMANIA,2021-11-1,"5,000",S.P.E.E.H. Hidroelectrica S.A.,"Art. 32 (1) b), (2) GDPR",Insufficient technical and organisational measures to ensure information security
497,ETid-890,ROMANIA,2021-11-1,"1,000",IKEA ROMÂNIA SA,"Art. 32 (1) b), (2) GDPR",Insufficient technical and organisational measures to ensure information security
498,ETid-889,SPAIN,2021-10-26,"40,000","VODAFONE SERVICIOS, S.L.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
499,ETid-888,SPAIN,2021-10-26,"40,000","VODAFONE SERVICIOS, S.L.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
500,ETid-887,SPAIN,2021-10-26,"16,000","SERVICIOS LOGÍSTICOS MARTORELL SIGLO XXI, S.L.",Art. 35 GDPR,Non-compliance with general data processing principles
501,ETid-886,SPAIN,2021-10-26,"64,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
502,ETid-885,SPAIN,2021-10-25,"3,000","MERCEDES GERENCIA, S.L.",Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority
503,ETid-884,SPAIN,2021-10-21,"3,000,000","CAIXABANK PAYMENTS & CONSUMER EFC, EP, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
504,ETid-883,UNITED KINGDOM,2021-10-18,"11,800",HIV Scotland,"Art. 5 (1) f) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
505,ETid-882,SPAIN,2021-10-19,"2,000",BEEPING FULFILMENT S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations
506,ETid-881,SPAIN,2021-10-19,"40,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
507,ETid-880,ROMANIA,2021-10-21,"5,000",Glove Technology SRL,"Art. 5 (1) a) GDPR, Art. 6 (1) a) GDPR",Insufficient legal basis for data processing
508,ETid-879,SPAIN,2021-10-19,"70,000","Vodafone España, S.A.U.","Art. 21 GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights
509,ETid-878,NORWAY,2021-10-18,"412,000",Østre Toten municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
510,ETid-877,ITALY,2021-09-16,"3,296,326",Sky Italia S.r.l.,"Art. 5 (1), (2) GDPR, Art. 6 (1) GDPR, Art. 7 GDPR, Art. 12 (2) GDPR, Art. 14 GDPR, Art. 21 GDPR, Art. 28 GDPR, Art. 29 GDPR",Insufficient legal basis for data processing
511,ETid-876,ITALY,2021-09-16,"200,000",Bocconi University,"Art. 5 (1) a), c), e) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 13 GDPR, Art. 25 GDPR, Art. 35 GDPR, Art. 44 GDPR, Art. 46 GDPR, Art. Art. 2-sexies Codice della Privacy",Non-compliance with general data processing principles
512,ETid-875,IRELAND,2021-10-06,Only intention to issue fine,Facebook Ireland Limited,"Art. 5 (1) a) GDPR, Art. 12 (1) GDPR, Art. 13 (1) c) GDPR",Insufficient fulfilment of information obligations
513,ETid-874,ITALY,2021-09-16,"5,000",Ciechi Ardizzone Gioeni di Catania,"Art. 5 (1) a), c) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles
514,ETid-873,AUSTRIA,2021,"1,200,000",Customer loyalty program,Unknown,Unknown
515,ETid-872,AUSTRIA,2021,"4,000,000",Bank,Unknown,Unknown
516,ETid-871,AUSTRIA,2021-09-28,"9,500,000",Austrian Post,Unknown,Unknown
517,ETid-870,SPAIN,2021-10-13,"40,000","Vodafone España, S.A.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
518,ETid-869,ITALY,2021-09-16,"5,000",La Prima S.r.l.,"Art. 5 GDPR, Art. 6 GDPR, Art. 24 GDPR, Art. 25 GDPR",Insufficient legal basis for data processing
519,ETid-868,SPAIN,2021-10-11,"10,000",MAF.COM ESQUI CLUB,Art. 7 GDPR,Insufficient legal basis for data processing
520,ETid-867,SPAIN,2021-10-08,"30,000","ORANGE ESPAGNE, S.A.U.",Art. 6 (1) a) GDPR,Insufficient legal basis for data processing
521,ETid-866,LUXEMBOURG,2021-08-05,"135,000",Insurance company,"Art. 5 (1) f) GDPR, Art. 32 (1) a), b) GDPR, Art. 33 (1), (5) GDPR",Insufficient technical and organisational measures to ensure information security
522,ETid-865,SPAIN,2021-10-05,"4,000","CLUB DEPORTIVO SANSUEÑA, S.L.","Art. 5 (1) e) GDPR, Art. 6 GDPR, Art. 32 (1) b), d) GDPR",Insufficient legal basis for data processing
523,ETid-864,SPAIN,2021-10-04,"5,000","CALDERERIA Y SOLDADURA DE ESTRUCTURAS METALICAS, S.L.",Art. 6 GDPR,Insufficient legal basis for data processing
524,ETid-863,NORWAY,2021-09-21,"12,500",Ultra-Technology AS,Art. 6 (1) GDPR,Insufficient legal basis for data processing
525,ETid-862,SPAIN,2021-10-04,"1,000",Store owner,Art. 13 GDPR,Insufficient fulfilment of information obligations
526,ETid-861,SPAIN,2021-10-04,"2,000",Store owner,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
527,ETid-860,SPAIN,2021-09-04,"1,500","AMPUDIA DIAZ, S.L.","Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
528,ETid-859,NORWAY,2021-09-20,"75,600",ST. OLAVS HOSPITAL HF,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
529,ETid-858,NORWAY,2021-09-20,"40,200",Høylandet Municipality,"Art. 32 (1) b), (2) GDPR",Insufficient technical and organisational measures to ensure information security
530,ETid-857,DENMARK,2021-09-29,"107,000",Danish Cancer Society,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
531,ETid-856,SPAIN,2021-09-29,"10,000",ACONCAGUA JUEGOS S.A.,Art. 37 GDPR,Insufficient involvement of data protection officer
532,ETid-855,SPAIN,2021-09-29,"5,000","CYNGASA, S.L.",Art. 6 GDPR,Insufficient legal basis for data processing
533,ETid-854,SPAIN,2021-09-28,"3,000",Bar owner,Art. 5 (1) b) GDPR,Non-compliance with general data processing principles
534,ETid-853,SPAIN,2021-09-14,"56,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
535,ETid-852,SPAIN,2021-09-14,"56,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
536,ETid-851,NORWAY,2021-09-27,"496,000",Ferde AS,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 28 (3) GDPR, Art. 32 (2) GDPR, Art. 44 GDPR",Non-compliance with general data processing principles
537,ETid-850,SPAIN,2021-09-14,"56,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
538,ETid-849,SPAIN,2021-09-14,"56,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
539,ETid-848,SPAIN,2021-09-24,"3,000",Unknown,Art. 13 GDPR,Insufficient fulfilment of information obligations
540,ETid-847,ISLE OF MAN,2020-12-11,"3,250",Cosmetic Medical Limited,Art. 31 GDPR,Insufficient cooperation with supervisory authority
541,ETid-846,GERMANY,2021-09-24,"900,000",Vattenfall Europe Sales GmbH,"Art. 12 GDPR, Art. 13 GDPR",Insufficient data processing agreement
542,ETid-845,SPAIN,2021-09-14,"40,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
543,ETid-844,SPAIN,2021-09-20,"18,000","CEDICO, CENTRO DE DIAGNÓSTICO POR LA IMÁGEN, S.L.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
544,ETid-843,GREECE,2021-08-26,"5,000",NOW DOCTOR – Εταιρία Παροχής Ηλεκτρονικών Υπηρεσιών Αναζήτησης και Προβολής Ιατρών Ε.Π.Ε.,"Art. 5 (1) a), e) GDPR, Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 12 (2), (3) GDPR, Art. 17 GDPR",Non-compliance with general data processing principles
545,ETid-842,GREECE,2021-09-03,"8,000",Rhodes Municipal Transport Company,"Art. 5 (1) c) GDPR, Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
546,ETid-841,GREECE,2021-08-26,"20,000",National Bank of Greece,"Art. 12 (1), (2), (3) GDPR, Art. 15 (1) GDPR",Insufficient fulfilment of data subjects rights
547,ETid-840,GREECE,2021-08-26,"20,000",Dixons South East Europe ΑΕΒΕ-ΚΩΤΣΟΒΟΛΟΣ,"Art. 12 (1), (2), (3) GDPR, Art. 15 (1) GDPR",Insufficient fulfilment of data subjects rights
